shop,title,price,old_price,discount,date_start,date_end,additional_info,img
maxima,"Tepamasis sūris PHILADELPHIA LIGHT*, 11 % rieb. s. m., 125 g",1.99,2.65,,,02.02,XXX,https://offers.maxima.lt/media/MarketingOffer/695bddb57fa1e.png
maxima,"Ekologiški tepamieji riebalai NATURLI’ VEGAN BLOCK*, 200 g",2.49,2.99,,,02.02,XXX,https://offers.maxima.lt/media/MarketingOffer/695bddbc78ff0.png
maxima,"Sojų gabalėliai MEDITERRAN PROTEIN BITES*, 180 g",2.99,3.89,,,02.02,XXX,https://offers.maxima.lt/media/MarketingOffer/695bddbd46a5e.png
maxima,"Minkštas natūralus tofu HIGH PROTEIN WELL WELL*, 400 g",2.29,2.99,,,02.02,XX,https://offers.maxima.lt/media/MarketingOffer/695bddbd21757.png
maxima,"Natūralus tofu HIGH PROTEIN WELL WELL*, 400 g",2.29,2.99,,,02.02,XX,https://offers.maxima.lt/media/MarketingOffer/695bddbcb80c7.png
maxima,"ZANAVYKŲ; LIETUVIŠKAS; LUKŠIŲ varškės sūris*, 3 rūšių, 22 % rieb. s. m., 230–250 g",2.99,4.49,-33%,,02.02,,https://offers.maxima.lt/media/MarketingOffer/695e6cc19a38b.png
maxima,"Sūrio lazdelės MIAU, 40 % rieb. s. m., 100 g",1.55,2.59,-40%,,02.02,,https://offers.maxima.lt/media/MarketingOffer/695e6cc1eab7e.png
maxima,"Pieno gėrimas MIAU*, 3 rūšių, 2,3–2,6 % rieb., 450 ml",1.19,1.75,-32%,,02.02,,https://offers.maxima.lt/media/MarketingOffer/695e6cc14ad44.png
maxima,"Tarkuotas sūris DŽIUGAS MIX*, 3 rūšių, 40–43 % rieb. s. m., 200 g",1.99,3.09,-35%,,02.02,,https://offers.maxima.lt/media/MarketingOffer/695e6cc1c2530.png
maxima,"Valgomasis ROKIŠKIO BIFI jogurtas*, 3 rūšių, 6 % rieb., 200 g",1.09,1.45,-24%,,02.02,XXX,https://offers.maxima.lt/media/MarketingOffer/6965fcaf87618.png
maxima,"Šviežia atlantinių lašišų filė su oda*, 1 kg",12.99,17.99,-27%,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75e2a5554.png
maxima,"Atšildytos nevirtos baltakojės blyškiosios krevetės be galvų*, 1 kg",12.99,19.99,-35%,,01.26,XX,https://offers.maxima.lt/media/MarketingOffer/696e75e2c2d28.png
maxima,"Šviežių afrikinių šamų plėšikų filė su oda WELL DONE*, fasuota, 320 g",3.99,5.49,-27%,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75e2deaca.png
maxima,"Švieži karpių pjausniai*, 1 kg",9.49,11.99,-20%,,01.26,XX,https://offers.maxima.lt/media/MarketingOffer/696e75e26b9ea.png
maxima,"Šviežia atlantinių lašišų filė WELL DONE*, fasuota, 250 g",6.29,7.49,-16%,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75e2319ba.png
maxima,"Silkių filė ZIGMAS MATES*, 2 rūšių, 190–240 g",1.99,2.79,-28%,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75e3272d5.png
maxima,"SKANDINAVIŠKA; GURMANIŠKA silkių filė be aliejaus EDEGA*, 2 rūšių, 300 g",2.19,2.69,-18%,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75e2886f8.png
maxima,"Silkių filė gabaliukai SKANDINAVIŠKA; LIETUVIŠKA; ESTIŠKA NORVELITA*, 3 rūšių, 210 g",1.39,1.79,-22%,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75e24f790.png
maxima,"Atšaldytos krabų skonio lazdelės iš surimio PORT LITE*, 300 g",1.89,2.69,-29%,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75e309e35.png
maxima,"Šaltai rūkyta; sūdyta lašišų filė su oda ZIGMAS*, 2 rūšių, 160 g",3.99,5.69,-29%,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75de925ce.png
maxima,"KAKĖ MAKĖ sūdyta lašišos filė ZIGMAS*, 100 g",3.29,4.19,-21%,,01.26,,https://offers.maxima.lt/media/MarketingOffer/696e75e384641.png
